,material_id,cif,formula,heat_all,heat_ref,dir_gap,ind_gap
5141,7167,"# generated using pymatgen
data_HfTlN2O
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.25565604
_cell_length_b   4.25565604
_cell_length_c   4.25565604
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   HfTlN2O
_chemical_formula_sum   'Hf1 Tl1 N2 O1'
_cell_volume   77.07251997
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Hf  Hf0  1  0.21411592  0.00000000  0.00000000  1
  Tl  Tl1  1  0.52503582  0.50000000  0.50000000  1
  N  N2  1  0.39057296  -0.00000000  0.50000000  1
  N  N3  1  0.39057296  0.50000000  0.00000000  1
  O  O4  1  0.00714671  0.50000000  0.50000000  1
",HfTlON2,1.86,1.7809074984624664,0.0,0.0
14980,793,"# generated using pymatgen
data_BiAuNO2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.19874837
_cell_length_b   4.19874837
_cell_length_c   4.19874837
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   BiAuNO2
_chemical_formula_sum   'Bi1 Au1 N1 O2'
_cell_volume   74.02178339
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Bi  Bi0  1  0.11162481  0.00000000  -0.00000000  1
  Au  Au1  1  0.51765049  0.50000000  0.50000000  1
  N  N2  1  0.40205995  -0.00000000  0.50000000  1
  O  O3  1  0.41999731  0.50000000  -0.00000000  1
  O  O4  1  0.00723315  0.50000000  0.50000000  1
",BiAuO2N,1.46,1.4525850360791543,0.0,0.0
1004,15732,"# generated using pymatgen
data_MnRuO3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.99036979
_cell_length_b   3.99036979
_cell_length_c   3.99036979
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   MnRuO3
_chemical_formula_sum   'Mn1 Ru1 O3'
_cell_volume   63.53886211
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Mn  Mn0  1  0.18653322  -0.00000000  -0.00000000  1
  Ru  Ru1  1  0.50668822  0.50000000  0.50000000  1
  O  O2  1  0.43488276  0.00000000  0.50000000  1
  O  O3  1  0.43488276  0.50000000  -0.00000000  1
  O  O4  1  -0.00533581  0.50000000  0.50000000  1
",MnRuO3,0.84,0.8309659429750027,0.0,0.0
3159,8462,"# generated using pymatgen
data_AlTeSO2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.27121503
_cell_length_b   4.27121503
_cell_length_c   4.27121503
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   AlTeSO2
_chemical_formula_sum   'Al1 Te1 S1 O2'
_cell_volume   77.92096231
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Te  Te0  1  0.12226271  0.00000000  0.00000000  1
  Al  Al1  1  0.56174387  0.50000000  0.50000000  1
  S  S2  1  0.42560204  0.00000000  0.50000000  1
  O  O3  1  0.41345988  0.50000000  0.00000000  1
  O  O4  1  -0.01605680  0.50000000  0.50000000  1
",TeAlO2S,1.02,1.0219246420624877,0.0,0.0
11454,5947,"# generated using pymatgen
data_ZnFeN2O
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.88093783
_cell_length_b   3.88093783
_cell_length_c   3.88093783
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   ZnFeN2O
_chemical_formula_sum   'Zn1 Fe1 N2 O1'
_cell_volume   58.45343764
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Fe  Fe0  1  0.29278546  0.00000000  -0.00000000  1
  Zn  Zn1  1  0.50414163  0.50000000  0.50000000  1
  N  N2  1  0.28196235  -0.00000000  0.50000000  1
  N  N3  1  0.28196235  0.50000000  0.00000000  1
  O  O4  1  -0.01971424  0.50000000  0.50000000  1
",FeZnON2,1.66,1.5221565681846152,0.0,0.0
697,1682,"# generated using pymatgen
data_LaBNO2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.59599264
_cell_length_b   4.59599264
_cell_length_c   4.59599264
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   LaBNO2
_chemical_formula_sum   'La1 B1 N1 O2'
_cell_volume   97.08183425
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  B  B0  1  0.00033979  0.00000000  0.00000000  1
  La  La1  1  0.50542616  0.50000000  0.50000000  1
  N  N2  1  0.49964595  -0.00000000  0.50000000  1
  O  O3  1  0.49981357  0.50000000  -0.00000000  1
  O  O4  1  0.00513425  0.50000000  0.50000000  1
",BLaO2N,3.02,3.020696685094153,0.0,0.0
9621,3504,"# generated using pymatgen
data_ZrRuNOF
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.02173347
_cell_length_b   4.02173347
_cell_length_c   4.02173347
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   ZrRuNOF
_chemical_formula_sum   'Zr1 Ru1 N1 O1 F1'
_cell_volume   65.04888480
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Zr  Zr0  1  0.00003675  0.00000000  0.00000000  1
  Ru  Ru1  1  0.50450679  0.50000000  0.50000000  1
  F  F2  1  0.49965730  0.00000000  0.50000000  1
  N  N3  1  0.50049224  0.50000000  0.00000000  1
  O  O4  1  0.00488877  0.50000000  0.50000000  1
",ZrRuOFN,1.74,1.735131304106741,0.0,0.0
3470,4541,"# generated using pymatgen
data_CaCrNOF
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.93220830
_cell_length_b   3.93220830
_cell_length_c   3.93220830
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   CaCrNOF
_chemical_formula_sum   'Ca1 Cr1 N1 O1 F1'
_cell_volume   60.80083552
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ca  Ca0  1  0.00290047  0.00000000  0.00000000  1
  Cr  Cr1  1  0.50094363  0.50000000  0.50000000  1
  F  F2  1  0.50105407  0.00000000  0.50000000  1
  N  N3  1  0.50263717  0.50000000  0.00000000  1
  O  O4  1  0.00137373  0.50000000  0.50000000  1
",CaCrOFN,0.6,0.4226192821527021,0.0,0.0
15238,12591,"# generated using pymatgen
data_SrVO2F
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.09522227
_cell_length_b   4.09522227
_cell_length_c   4.09522227
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   SrVO2F
_chemical_formula_sum   'Sr1 V1 O2 F1'
_cell_volume   68.68033992
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Sr  Sr0  1  0.00095612  0.00000000  0.00000000  1
  V  V1  1  0.50380825  0.50000000  0.50000000  1
  F  F2  1  0.50022337  0.00000000  0.50000000  1
  O  O3  1  0.50052581  0.50000000  0.00000000  1
  O  O4  1  0.00406108  0.50000000  0.50000000  1
",SrVO2F,0.2,-0.0202602153376702,0.0,0.0
18528,13077,"# generated using pymatgen
data_BSbO2F
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.82817781
_cell_length_b   3.82817781
_cell_length_c   3.82817781
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   BSbO2F
_chemical_formula_sum   'B1 Sb1 O2 F1'
_cell_volume   56.10173669
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Sb  Sb0  1  0.07950328  0.00000000  0.00000000  1
  B  B1  1  0.57962004  0.50000000  0.50000000  1
  F  F2  1  0.46969054  0.00000000  0.50000000  1
  O  O3  1  0.43149727  0.50000000  0.00000000  1
  O  O4  1  -0.06694598  0.50000000  0.50000000  1
",SbBO2F,1.24,1.234972366847178,0.0,0.0
7181,2006,"# generated using pymatgen
data_SbRhNO2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.97986484
_cell_length_b   3.97986484
_cell_length_c   3.97986484
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   SbRhNO2
_chemical_formula_sum   'Sb1 Rh1 N1 O2'
_cell_volume   63.03836903
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Rh  Rh0  1  0.00036526  0.00000000  0.00000000  1
  Sb  Sb1  1  0.50558724  0.50000000  0.50000000  1
  N  N2  1  0.49966487  0.00000000  0.50000000  1
  O  O3  1  0.49976744  0.50000000  0.00000000  1
  O  O4  1  0.00467147  0.50000000  0.50000000  1
",RhSbO2N,1.48,1.4700850581520857,0.0,0.0
12470,7660,"# generated using pymatgen
data_TiSbN2O
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.04739432
_cell_length_b   4.04739432
_cell_length_c   4.04739432
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   TiSbN2O
_chemical_formula_sum   'Ti1 Sb1 N2 O1'
_cell_volume   66.30198825
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ti  Ti0  1  0.20465580  0.00000000  0.00000000  1
  Sb  Sb1  1  0.50196927  0.50000000  0.50000000  1
  N  N2  1  0.39602831  -0.00000000  0.50000000  1
  N  N3  1  0.39602831  0.50000000  0.00000000  1
  O  O4  1  -0.02278953  0.50000000  0.50000000  1
",TiSbON2,1.1,1.1096790303111037,0.0,0.0
3767,3642,"# generated using pymatgen
data_PdAuNOF
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.15606568
_cell_length_b   4.15606568
_cell_length_c   4.15606568
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   PdAuNOF
_chemical_formula_sum   'Pd1 Au1 N1 O1 F1'
_cell_volume   71.78723189
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Au  Au0  1  0.00048839  0.00000000  0.00000000  1
  Pd  Pd1  1  0.50499050  0.50000000  0.50000000  1
  F  F2  1  0.50016942  0.00000000  0.50000000  1
  N  N3  1  0.49950680  0.50000000  0.00000000  1
  O  O4  1  0.00462428  0.50000000  0.50000000  1
",AuPdOFN,1.56,1.551369553333253,0.0,0.0
4514,17705,"# generated using pymatgen
data_BaFeN3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.48018315
_cell_length_b   4.48018315
_cell_length_c   4.48018315
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   BaFeN3
_chemical_formula_sum   'Ba1 Fe1 N3'
_cell_volume   89.92642027
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Fe  Fe0  1  0.00032337  0.00000000  0.00000000  1
  Ba  Ba1  1  0.50176199  0.50000000  0.50000000  1
  N  N2  1  0.50133307  0.00000000  0.50000000  1
  N  N3  1  0.50133307  0.50000000  0.00000000  1
  N  N4  1  0.00185522  0.50000000  0.50000000  1
",FeBaN3,3.92,3.433151205684349,0.0,0.0
13645,16726,"# generated using pymatgen
data_SiHgN3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.26486232
_cell_length_b   4.26486232
_cell_length_c   4.26486232
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   SiHgN3
_chemical_formula_sum   'Si1 Hg1 N3'
_cell_volume   77.57379632
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Si  Si0  1  0.00000000  0.00000000  0.00000000  1
  Hg  Hg1  1  0.50000000  0.50000000  0.50000000  1
  N  N2  1  0.50000000  0.00000000  0.50000000  1
  N  N3  1  0.50000000  0.50000000  0.00000000  1
  N  N4  1  0.00000000  0.50000000  0.50000000  1
",SiHgN3,3.24,3.230235064086642,0.0,0.0
11741,11634,"# generated using pymatgen
data_TaAuO2F
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.13392222
_cell_length_b   4.13392222
_cell_length_c   4.13392222
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   TaAuO2F
_chemical_formula_sum   'Ta1 Au1 O2 F1'
_cell_volume   70.64589052
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Au  Au0  1  0.00000000  0.00000000  0.00000000  1
  Ta  Ta1  1  0.51000000  0.50000000  0.50000000  1
  F  F2  1  0.50000000  0.00000000  0.50000000  1
  O  O3  1  0.50000000  0.50000000  0.00000000  1
  O  O4  1  0.00000000  0.50000000  0.50000000  1
",AuTaO2F,0.2,0.3260306754717234,0.0,0.0
12280,16780,"# generated using pymatgen
data_GaPdN3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.02086948
_cell_length_b   4.02086948
_cell_length_c   4.02086948
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   GaPdN3
_chemical_formula_sum   'Ga1 Pd1 N3'
_cell_volume   65.00697074
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ga  Ga0  1  0.28649636  0.00000000  -0.00000000  1
  Pd  Pd1  1  0.55091037  0.50000000  0.50000000  1
  N  N2  1  0.41090365  0.00000000  0.50000000  1
  N  N3  1  0.41090365  0.50000000  0.00000000  1
  N  N4  1  0.02439656  0.50000000  0.50000000  1
",GaPdN3,1.62,1.6253489861018935,0.0,0.0
17893,11902,"# generated using pymatgen
data_VZnO2F
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.97407192
_cell_length_b   3.97407192
_cell_length_c   3.97407192
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   VZnO2F
_chemical_formula_sum   'V1 Zn1 O2 F1'
_cell_volume   62.76350169
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Zn  Zn0  1  0.00244733  0.00000000  0.00000000  1
  V  V1  1  0.50235305  0.50000000  0.50000000  1
  F  F2  1  0.49909014  0.00000000  0.50000000  1
  O  O3  1  0.50170423  0.50000000  0.00000000  1
  O  O4  1  0.00224591  0.50000000  0.50000000  1
",ZnVO2F,0.52,0.4046800565409356,0.0,0.0
10398,1822,"# generated using pymatgen
data_ReNiNO2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.86404312
_cell_length_b   3.86404312
_cell_length_c   3.86404312
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   ReNiNO2
_chemical_formula_sum   'Re1 Ni1 N1 O2'
_cell_volume   57.69336782
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ni  Ni0  1  -0.00006781  0.00000000  0.00000000  1
  Re  Re1  1  0.50258836  0.50000000  0.50000000  1
  N  N2  1  0.50282274  0.00000000  0.50000000  1
  O  O3  1  0.50207304  0.50000000  0.00000000  1
  O  O4  1  0.00264004  0.50000000  0.50000000  1
",NiReO2N,0.92,0.9155281065408972,0.0,0.0
1048,13206,"# generated using pymatgen
data_TeRhO2F
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.36039844
_cell_length_b   4.36039844
_cell_length_c   4.36039844
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   TeRhO2F
_chemical_formula_sum   'Te1 Rh1 O2 F1'
_cell_volume   82.90458081
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Rh  Rh0  1  0.00239502  0.00000000  0.00000000  1
  Te  Te1  1  0.52929925  0.50000000  0.50000000  1
  F  F2  1  0.50005631  0.00000000  0.50000000  1
  O  O3  1  0.50696910  0.50000000  0.00000000  1
  O  O4  1  -0.02903819  0.50000000  0.50000000  1
",RhTeO2F,1.28,1.272273718603555,0.0,0.0
14035,6182,"# generated using pymatgen
data_ZnMoN2O
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.87770069
_cell_length_b   3.87770069
_cell_length_c   3.87770069
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   ZnMoN2O
_chemical_formula_sum   'Zn1 Mo1 N2 O1'
_cell_volume   58.30728953
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Mo  Mo0  1  -0.12900256  0.00000000  0.00000000  1
  Zn  Zn1  1  0.20640481  0.50000000  0.50000000  1
  N  N2  1  0.10731430  -0.00000000  0.50000000  1
  N  N3  1  0.10731430  0.50000000  0.00000000  1
  O  O4  1  -0.31771541  0.50000000  0.50000000  1
",MoZnON2,1.5,1.4201389723970343,0.0,0.0
1376,6860,"# generated using pymatgen
data_ZrMoN2O
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.17403425
_cell_length_b   4.17403425
_cell_length_c   4.17403425
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   ZrMoN2O
_chemical_formula_sum   'Zr1 Mo1 N2 O1'
_cell_volume   72.72237029
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Mo  Mo0  1  0.30330564  -0.00000000  -0.00000000  1
  Zr  Zr1  1  0.50757732  0.50000000  0.50000000  1
  N  N2  1  0.35782314  -0.00000000  0.50000000  1
  N  N3  1  0.35782314  0.50000000  -0.00000000  1
  O  O4  1  -0.03234455  0.50000000  0.50000000  1
",MoZrON2,0.7,0.6963420736807123,0.0,0.0
15787,7569,"# generated using pymatgen
data_PtRhN2O
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.98083766
_cell_length_b   3.98083766
_cell_length_c   3.98083766
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   PtRhN2O
_chemical_formula_sum   'Rh1 Pt1 N2 O1'
_cell_volume   63.08460709
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Rh  Rh0  1  0.12211382  -0.00000000  -0.00000000  1
  Pt  Pt1  1  0.46052383  0.50000000  0.50000000  1
  N  N2  1  0.33508326  0.00000000  0.50000000  1
  N  N3  1  0.33508326  0.50000000  0.00000000  1
  O  O4  1  -0.06505871  0.50000000  0.50000000  1
",RhPtON2,1.76,1.752768761092448,0.0,0.0
2867,10211,"# generated using pymatgen
data_NiBiSO2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.56253485
_cell_length_b   4.56253485
_cell_length_c   4.56253485
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   NiBiSO2
_chemical_formula_sum   'Ni1 Bi1 S1 O2'
_cell_volume   94.97703008
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ni  Ni0  1  0.30629157  -0.00000000  -0.00000000  1
  Bi  Bi1  1  0.53207711  0.50000000  0.50000000  1
  S  S2  1  0.16801044  0.00000000  0.50000000  1
  O  O3  1  0.46964854  0.50000000  0.00000000  1
  O  O4  1  0.05560246  0.50000000  0.50000000  1
",NiBiO2S,1.08,1.0794580937622953,0.0,0.0
3314,7105,"# generated using pymatgen
data_YBiN2O
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.32390967
_cell_length_b   4.32390967
_cell_length_c   4.32390967
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   YBiN2O
_chemical_formula_sum   'Y1 Bi1 N2 O1'
_cell_volume   80.84065786
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Y  Y0  1  0.18084906  -0.00000000  0.00000000  1
  Bi  Bi1  1  0.54903881  0.50000000  0.50000000  1
  N  N2  1  0.43967854  0.00000000  0.50000000  1
  N  N3  1  0.43967854  0.50000000  0.00000000  1
  O  O4  1  0.03083312  0.50000000  0.50000000  1
",YBiON2,1.28,1.271010587125867,0.0,0.0
